emp_no,salary,from_date,to_date
12010,40000,1989-09-02,1990-09-02
12019,40000,1986-02-17,1987-02-17
12021,40000,1991-09-30,1992-09-29
12023,40000,1994-12-08,1995-12-08
12023,39748,1995-12-08,1996-12-07
12023,39704,1996-12-07,1997-12-07
12030,40000,1996-06-24,1997-06-24
12032,40000,1988-03-23,1989-03-23
12035,40000,1995-06-18,1996-06-17
12038,40000,1987-01-09,1988-01-09
12044,40000,1990-04-19,1991-04-19
12045,40000,1991-03-03,1992-03-02
12045,39791,1992-03-02,1993-03-02
12052,40000,1986-04-07,1987-04-07
12052,39546,1987-04-07,1988-04-06
12056,40000,1986-07-31,1987-07-31
12060,40000,1996-06-21,1997-06-21
12064,40000,1986-03-14,1987-03-14
12071,40000,1990-09-17,1991-09-17
12072,40000,1990-12-17,1991-12-17
12073,40000,1990-11-10,1991-11-10
12074,40000,1994-09-07,1995-09-07
12075,40000,1993-07-30,1994-07-30
12084,40000,1997-01-01,1998-01-01
12091,40000,1989-03-21,1990-03-21
12092,40000,1998-08-08,1999-08-08
12093,40000,1994-01-19,1995-01-19
12101,40000,1997-09-02,1998-09-02
12101,39542,1998-09-02,1999-09-02
12105,40000,1999-06-21,2000-06-20
12106,40000,1995-10-24,1996-10-23
12114,40000,1997-02-04,1998-02-04
12117,40000,1999-02-01,2000-02-01
12118,40000,1994-12-03,1995-12-03
12131,40000,1986-10-11,1987-10-11
12132,40000,1996-11-09,1997-11-09
12133,40000,1991-07-20,1992-07-19
12133,39573,1992-07-19,1993-03-03
12135,40000,1994-09-18,1995-06-03
12136,40000,1985-08-02,1986-08-02
12138,40000,1996-02-23,1997-02-22
12138,39971,1997-02-22,1998-02-22
12139,40000,1994-03-07,1995-03-07
12140,40000,1996-11-15,1997-11-15
12144,40000,1990-10-21,1991-10-21
12145,40000,1999-09-11,2000-09-10
12147,40000,1988-06-24,1989-06-24
12157,40000,1985-06-04,1986-06-04
12161,40000,1996-09-25,1997-09-25
12162,40000,1993-04-23,1994-04-23
12166,40000,1990-11-30,1991-11-30
12168,40000,1996-06-21,1997-06-21
12169,40000,1994-11-29,1995-11-29
12170,40000,1997-12-21,1998-12-21
12172,40000,1990-12-08,1991-12-08
12174,40000,1996-01-09,1997-01-08
12176,40000,1994-07-05,1995-07-05
12180,40000,1990-02-05,1991-02-05
12183,40000,1998-04-04,1999-04-04
12187,40000,1998-09-22,1999-09-22
12190,40000,1997-12-13,1998-12-13
12193,40000,1989-08-10,1990-08-10
12201,40000,1992-03-20,1993-03-20
12202,40000,1997-12-21,1998-12-21
12202,39535,1998-12-21,1999-12-21
12204,40000,1995-07-25,1996-07-24
12205,40000,1987-11-11,1988-11-10
12206,40000,1985-03-27,1986-03-27
12206,39644,1986-03-27,1987-03-27
12207,40000,1986-06-08,1987-06-08
12210,40000,1992-11-08,1993-11-08
12211,40000,1986-12-26,1987-12-26
12212,40000,1986-08-24,1987-08-24
12216,40000,1995-10-25,1996-10-24
12217,40000,1988-02-11,1989-02-10
12218,40000,1991-03-12,1992-03-11
12218,39923,1992-03-11,1993-03-11
12226,40000,1997-02-07,1998-02-07
12227,40000,1997-01-04,1998-01-04
12227,39764,1998-01-04,1999-01-04
12228,40000,1995-04-12,1996-04-11
12228,39852,1996-04-11,1997-04-11
12231,40000,1990-05-19,1991-05-19
12238,40000,1988-12-16,1989-12-16
12239,40000,1999-11-20,2000-11-19
12240,40000,1989-08-03,1990-08-03
12244,40000,1987-01-28,1988-01-28
12246,40000,1990-01-26,1991-01-26
12252,40000,1987-03-16,1988-03-15
12256,40000,1985-08-26,1986-08-26
12265,40000,1993-06-20,1994-06-20
12269,40000,1994-07-06,1995-07-06
12271,40000,1999-06-13,2000-06-12
12274,40000,1988-04-01,1989-01-18
12278,40000,1998-10-15,1999-10-15
12279,40000,1985-03-06,1986-03-06
12282,40000,1999-10-06,2000-10-05
12286,40000,1988-07-20,1989-07-20
12287,40000,1994-12-25,1995-12-25
12299,40000,1999-01-24,2000-01-23
12300,40000,1990-05-16,1991-05-16
12302,40000,1987-01-28,1988-01-28
12303,40000,1988-06-13,1988-07-19
12304,40000,1987-01-09,1988-01-09
12304,39772,1988-01-09,1989-01-08
12305,40000,2000-01-11,2001-01-10
12307,40000,1985-02-23,1986-02-23
12307,39761,1986-02-23,1987-02-23
12309,40000,1995-10-10,1996-10-09
12311,40000,1985-10-22,1986-10-22
12314,40000,1991-04-20,1992-04-19
12317,40000,1996-08-11,1997-08-11
12319,40000,1992-09-24,1993-09-24
12323,40000,1996-10-24,1997-10-24
12329,40000,1991-07-15,1992-07-14
12332,40000,1996-01-14,1997-01-13
12333,40000,1997-04-12,1998-04-12
12334,40000,1992-03-18,1993-03-18
12335,40000,1995-12-01,1996-11-30
12336,40000,1993-05-06,1994-05-06
12339,40000,1996-07-18,1997-07-18
12341,40000,1985-05-25,1986-05-25
12346,40000,1990-06-21,1991-06-21
12353,40000,1994-11-20,1995-11-20
12360,40000,1995-02-02,1996-02-02
12365,40000,1988-09-12,1989-09-12
12366,40000,1994-07-16,1995-07-16
12367,40000,1992-02-17,1993-02-16
12370,40000,1994-01-29,1995-01-29
12380,40000,1991-09-03,1991-09-15
12383,40000,1995-03-02,1996-03-01
12384,40000,1990-06-28,1991-06-28
12384,39653,1991-06-28,1992-06-27
12386,40000,1993-10-19,1994-10-19
12387,40000,1986-06-09,1987-06-09
12388,40000,1997-09-11,1998-09-11
12389,40000,1999-11-02,2000-11-01
12392,40000,1987-09-13,1988-09-12
12392,39702,1988-09-12,1989-09-12
12394,40000,1998-09-26,1999-09-26
12397,40000,1987-08-18,1988-08-17
12397,39649,1988-08-17,1989-08-17
12397,39300,1989-08-17,1990-08-17
12404,40000,1985-12-14,1986-12-14
12405,40000,1989-07-16,1990-07-16
12407,40000,1993-12-03,1994-12-03
12408,40000,1995-04-18,1996-04-17
12408,39712,1996-04-17,1997-04-17
12409,40000,1995-01-21,1996-01-21
12409,39986,1996-01-21,1997-01-20
12410,40000,1988-04-28,1989-04-28
12426,40000,1999-05-17,2000-05-16
12426,39701,2000-05-16,2001-05-16
12426,39531,2001-05-16,2002-05-16
12427,40000,1992-09-09,1993-09-09
12428,40000,1989-06-21,1990-06-21
12429,40000,1999-06-05,2000-06-04
12433,40000,1987-08-04,1988-08-03
12434,40000,1994-09-11,1995-09-11
12437,40000,1987-08-26,1988-08-25
12440,40000,1996-08-14,1997-08-14
12441,40000,1999-03-19,2000-03-18
12443,40000,1992-07-09,1993-07-09
12444,40000,1987-08-16,1988-08-15
12444,39508,1988-08-15,1989-08-15
12444,39275,1989-08-15,1990-08-15
12444,38874,1990-08-15,1991-08-15
12447,40000,1985-02-10,1986-02-10
12449,40000,1995-06-18,1996-06-17
12450,40000,1992-02-02,1993-02-01
12451,40000,1986-11-26,1987-11-26
12452,40000,1997-09-28,1998-09-28
12452,39555,1998-09-28,1999-09-28
12452,39485,1999-09-28,2000-09-27
12452,39750,2000-09-27,2001-09-27
12455,40000,1997-04-06,1998-04-06
12458,40000,1987-02-13,1988-02-13
12459,40000,1992-09-05,1993-09-05
12459,39835,1993-09-05,1994-09-05
12463,40000,1991-07-03,1992-07-02
12467,40000,1994-10-06,1995-10-06
12469,40000,1987-03-01,1988-02-29
12475,40000,1987-04-26,1988-04-25
12476,40000,1987-04-06,1988-04-05
12481,40000,1985-05-11,1986-05-11
12483,40000,1994-03-29,1995-03-29
12487,40000,1998-12-07,1999-12-07
12488,40000,1990-04-27,1991-04-27
12488,39694,1991-04-27,1992-04-26
12490,40000,1994-05-09,1995-05-09
12493,40000,1988-08-08,1988-12-04
12500,40000,1997-05-11,1998-05-11
12502,40000,1989-06-06,1990-06-06
12503,40000,1991-03-30,1992-03-29
12504,40000,1997-08-14,1998-08-14
12508,40000,1991-08-15,1992-08-14
12509,40000,1991-09-26,1992-09-25
12510,40000,1985-05-15,1986-05-15
12512,40000,1996-08-05,1996-09-20
12516,40000,1990-03-06,1991-03-06
12520,40000,1999-03-06,2000-03-05
12528,40000,1988-09-24,1989-09-24
12529,40000,1989-11-09,1990-11-09
12531,40000,1991-03-09,1992-03-08
12532,40000,1991-12-12,1992-12-11
12540,40000,1998-11-28,1999-11-28
12545,40000,1990-05-07,1990-07-21
12547,40000,1996-11-23,1997-11-23
12549,40000,1998-09-15,1999-09-15
12551,40000,1987-12-04,1988-12-03
12553,40000,1987-02-28,1988-02-28
12556,40000,1990-01-14,1991-01-14
12558,40000,1989-08-12,1990-08-12
12561,40000,1997-12-23,1998-12-23
12563,40000,1998-03-08,1999-03-08
12566,40000,1989-01-29,1990-01-29
12568,40000,1997-04-15,1998-04-15
12570,40000,1985-03-28,1986-03-28
12578,40000,1986-07-28,1987-07-28
12578,39808,1988-07-27,1989-07-27
12579,40000,1992-09-06,1993-09-06
12581,40000,1993-03-23,1994-03-23
12584,40000,1995-12-06,1996-12-05
12592,40000,1988-09-27,1989-09-27
12594,40000,1995-11-27,1996-11-26
12596,40000,1996-09-29,1997-09-29
12606,40000,1997-09-17,1998-09-17
12608,40000,1991-02-22,1992-02-22
12609,40000,1998-07-11,1999-07-11
12611,40000,2000-01-07,2001-01-06
12615,40000,1988-09-01,1989-09-01
12616,40000,1992-11-27,1993-11-27
12621,40000,1987-04-03,1988-04-02
12628,40000,1995-01-30,1996-01-30
12633,40000,1990-07-13,1991-07-13
12634,40000,1990-03-19,1991-03-19
12635,40000,1995-02-03,1996-02-03
12636,40000,1989-10-22,1990-10-22
12639,40000,1994-05-21,1995-05-21
12644,40000,1989-10-29,1990-10-28
12650,40000,1986-05-22,1987-05-22
12653,40000,1988-04-07,1989-04-07
12664,40000,1999-08-04,2000-08-03
12666,40000,1998-04-19,1999-04-19
12679,40000,1985-02-26,1986-02-26
12686,40000,1988-07-18,1989-07-18
12688,40000,1989-12-05,1990-12-05
12693,40000,1986-03-03,1987-03-03
12696,40000,1990-09-03,1991-09-03
12697,40000,1986-07-11,1987-07-11
12700,40000,1991-04-01,1992-03-31
12702,40000,1996-10-02,1997-10-02
12715,40000,1996-07-05,1997-07-05
12725,40000,1994-05-28,1995-05-28
12728,40000,1991-08-23,1992-08-22
12730,40000,1993-07-24,1994-07-24
12731,40000,1988-04-05,1989-04-05
12734,40000,1986-03-03,1987-03-03
12734,39819,1987-03-03,1988-03-02
12740,40000,1998-05-15,1999-05-15
12745,40000,1991-11-09,1992-11-08
12747,40000,1994-05-23,1995-05-23
12748,40000,1998-12-13,1999-12-13
12762,40000,1992-09-25,1993-09-25
12763,40000,1987-07-23,1988-07-22
12769,40000,1994-09-02,1995-09-02
12771,40000,1988-06-02,1989-06-02
12772,40000,1989-08-09,1990-08-09
12772,39643,1990-08-09,1991-08-09
12774,40000,1997-08-02,1998-08-02
12778,40000,1992-06-18,1993-06-18
12779,40000,1986-01-05,1987-01-05
12782,40000,1986-08-23,1987-08-23
12784,40000,1992-11-21,1993-11-21
12788,40000,1999-10-15,2000-10-14
12791,40000,1995-11-29,1996-11-28
12796,40000,1992-05-24,1993-05-24
12801,40000,1987-02-04,1988-02-04
12806,40000,1999-03-28,2000-03-27
12811,40000,1999-12-21,2000-12-20
12820,40000,1992-12-04,1993-12-04
12824,40000,1989-03-20,1990-03-20
12825,40000,1992-08-25,1993-08-25
12831,40000,1996-08-13,1997-08-13
12833,40000,1987-06-04,1988-06-03
12835,40000,1990-08-14,1991-08-14
12838,40000,1986-09-24,1987-09-24
12840,40000,1994-09-10,1995-09-10
12841,40000,1991-09-07,1992-09-06
12842,40000,1992-09-11,1993-09-11
12843,40000,1993-10-23,1994-10-23
12847,40000,1988-03-21,1989-03-21
12848,40000,1997-05-11,1998-05-11
12849,40000,1990-02-02,1991-02-02
12855,40000,1992-08-12,1993-08-12
12855,39605,1993-08-12,1994-08-12
12859,40000,1994-05-17,1995-05-17
12866,40000,1993-01-26,1994-01-26
12867,40000,1996-06-02,1997-06-02
12868,40000,1990-01-07,1991-01-07
12874,40000,1995-02-12,1996-02-12
12877,40000,1995-07-11,1996-07-10
12877,39973,1996-07-10,1997-07-10
12879,40000,1990-06-11,1991-06-11
12882,40000,1994-03-19,1995-03-19
12885,40000,1990-09-11,1991-09-11
12887,40000,1994-09-19,1995-09-19
12895,40000,1993-08-15,1994-08-15
12899,40000,1989-01-13,1990-01-13
12901,40000,1997-05-09,1998-05-09
12912,40000,1989-01-03,1990-01-03
12913,40000,1990-03-22,1991-03-22
12914,40000,1992-11-06,1993-11-06
12918,40000,1990-12-15,1991-12-15
12920,40000,1998-11-23,1999-11-23
12921,40000,1997-05-31,1998-05-31
12923,40000,1990-01-02,1991-01-02
12933,40000,1986-05-19,1987-05-19
12935,40000,1987-07-01,1988-06-30
12944,40000,1995-06-25,1996-06-24
12947,40000,1996-06-29,1997-06-29
12948,40000,1989-11-17,1990-11-17
12949,40000,1987-02-12,1988-02-12
12956,40000,1992-10-08,1993-10-08
12956,39963,1993-10-08,1994-10-08
12959,40000,1995-07-15,1996-07-14
12960,40000,1994-08-19,1995-08-19
12963,40000,1987-06-09,1988-06-08
12963,39833,1988-06-08,1989-06-08
12963,39939,1989-06-08,1990-06-08
12972,40000,1988-04-03,1989-04-03
12978,40000,1999-03-07,2000-03-06
12980,40000,1988-02-05,1989-02-04
12981,40000,1995-02-01,1996-02-01
12982,40000,1992-01-11,1993-01-10
12984,40000,1993-05-03,1994-03-10
12988,40000,1985-08-12,1986-08-12
12992,40000,1993-03-21,1994-03-21
12995,40000,1988-01-08,1989-01-07
12998,40000,1991-01-23,1992-01-23
13000,40000,1997-07-05,1998-07-05
13001,40000,1985-03-05,1986-03-05
13003,40000,1991-09-06,1992-09-05
13004,40000,1990-05-18,1991-05-18
13005,40000,1986-12-08,1987-12-08
13008,40000,2000-01-07,2001-01-06
13009,40000,1997-01-23,1998-01-23
13012,40000,1987-12-24,1988-12-23
13013,40000,2000-01-22,2001-01-21
13014,40000,1986-01-21,1987-01-21
13015,40000,1997-02-15,1998-02-15
13015,39918,1998-02-15,1999-02-15
13016,40000,1996-11-25,1997-11-25
13017,40000,1991-06-07,1992-06-06
13023,40000,1995-09-06,1996-05-16
13031,40000,1992-02-12,1993-02-11
13038,40000,1992-03-25,1993-03-25
13045,40000,1999-11-04,2000-11-03
13046,40000,1987-04-19,1988-04-18
13048,40000,1996-11-14,1997-11-14
13053,40000,1996-10-16,1997-10-16
13054,40000,1994-12-21,1995-12-21
13055,40000,1993-10-21,1994-10-21
13060,40000,1990-03-04,1991-03-04
13061,40000,1988-07-08,1989-07-08
13066,40000,1997-09-07,1998-09-07
13067,40000,1994-11-24,1995-11-24
13069,40000,1993-01-17,1994-01-17
13071,40000,1990-08-01,1991-08-01
13071,39892,1991-08-01,1992-07-31
13072,40000,1993-05-06,1994-05-06
13074,40000,1985-03-24,1986-03-24
13075,40000,1986-08-17,1987-08-17
13082,40000,1997-02-03,1998-02-03
13086,40000,2000-01-27,2001-01-26
13086,39546,2001-01-26,2002-01-26
13086,39906,2002-01-26,9999-01-01
13087,40000,1990-12-07,1991-12-07
13095,40000,1999-05-03,2000-01-06
13101,40000,1995-07-14,1996-07-13
13103,40000,1988-06-19,1989-06-19
13104,40000,1999-09-27,1999-10-30
13106,40000,1995-07-16,1996-07-15
13108,40000,1989-12-14,1990-12-14
13118,40000,1995-04-13,1996-04-12
13122,40000,1992-01-22,1993-01-21
13123,40000,1997-12-19,1998-12-19
13126,40000,1994-03-08,1995-03-08
13127,40000,1996-03-29,1997-03-29
13139,40000,1999-12-30,2000-12-29
13140,40000,1999-05-30,2000-05-29
13143,40000,1990-02-25,1991-02-25
13145,40000,1989-05-19,1990-05-19
13148,40000,1987-10-05,1988-10-04
13150,40000,1991-06-15,1992-06-14
13164,40000,1992-05-28,1993-05-28
13171,40000,1987-08-31,1988-08-30
13174,40000,1995-04-20,1996-04-19
13180,40000,1992-05-04,1993-05-04
13183,40000,1985-11-23,1986-11-23
13184,40000,1991-01-08,1992-01-08
13184,39956,1993-01-07,1994-01-07
13189,40000,1999-10-16,2000-10-15
13190,40000,1986-07-17,1987-07-17
13191,40000,1988-03-11,1989-03-11
13191,39857,1989-03-11,1990-03-11
13191,39934,1990-03-11,1991-03-11
13191,39907,1991-03-11,1992-03-10
13193,40000,1988-09-14,1989-09-14
13194,40000,1998-07-30,1999-07-30
13199,40000,1992-03-03,1993-03-03
13203,40000,1990-01-12,1991-01-12
13209,40000,1995-04-30,1996-04-29
13215,40000,1987-12-13,1988-12-12
13216,40000,1999-05-23,2000-05-22
13218,40000,1999-01-30,2000-01-30
13219,40000,1988-06-22,1989-06-22
13222,40000,1997-09-17,1998-09-17
13222,39782,1999-09-17,2000-09-16
13224,40000,1995-12-09,1995-12-17
13228,40000,1993-05-22,1994-05-22
13229,40000,1999-07-17,1999-11-18
13232,40000,1986-06-02,1987-06-02
13234,40000,1997-12-18,1998-12-18
13238,40000,1993-10-10,1994-10-10
13238,39535,1994-10-10,1995-10-10
13242,40000,1994-12-06,1995-12-06
13249,40000,1992-06-04,1993-06-04
13258,40000,1999-03-08,1999-06-26
13260,40000,1997-02-08,1998-02-08
13260,39980,1999-02-08,2000-02-08
13265,40000,1985-11-26,1986-11-26
13265,39896,1986-11-26,1987-11-26
13266,40000,1991-08-17,1992-08-16
13267,40000,1998-09-12,1999-09-12
13269,40000,1992-06-06,1993-06-06
13270,40000,1999-01-16,2000-01-16
13272,40000,1985-03-10,1986-03-10
13279,40000,1995-02-18,1996-02-18
13280,40000,1985-03-30,1986-03-30
13281,40000,1986-10-07,1987-10-07
13283,40000,1987-09-22,1988-09-21
13285,40000,1997-06-25,1998-06-25
13288,40000,1987-04-14,1988-04-13
13290,40000,1995-12-24,1996-12-23
13290,39909,1996-12-23,1997-12-23
13298,40000,1986-11-06,1987-11-06
13298,39953,1987-11-06,1988-11-05
13298,39760,1988-11-05,1989-11-05
13299,40000,1997-03-08,1998-03-08
13300,40000,1987-06-17,1988-06-16
13302,40000,1990-09-26,1991-09-26
13302,39879,1991-09-26,1992-09-25
13307,40000,1999-11-12,2000-11-11
13309,40000,1997-12-25,1998-12-25
13310,40000,1995-09-08,1996-09-07
13313,40000,1992-06-28,1993-06-28
13314,40000,1993-04-14,1994-04-14
13315,40000,1991-06-02,1992-06-01
13325,40000,1994-05-30,1995-05-30
13326,40000,1996-06-22,1997-06-22
13327,40000,1987-01-31,1988-01-31
13328,40000,1997-10-27,1998-10-27
13328,39723,1998-10-27,1999-10-27
13328,39370,1999-10-27,2000-10-26
13332,40000,1987-09-24,1988-09-23
13336,40000,1992-03-16,1993-03-16
13337,40000,1989-03-05,1990-03-05
13338,40000,1985-08-16,1986-08-16
13341,40000,1986-03-11,1987-03-11
13341,39764,1987-03-11,1988-03-10
13343,40000,1988-07-29,1989-07-29
13346,40000,1993-09-29,1994-09-29
13352,40000,1988-03-08,1989-03-08
13353,40000,1991-05-03,1992-05-02
13357,40000,1999-01-24,2000-01-24
13358,40000,1989-12-12,1990-12-12
13360,40000,1999-02-23,2000-02-23
13361,40000,1996-05-03,1997-05-03
13362,40000,1995-04-21,1996-04-20
13365,40000,1997-11-04,1998-11-04
13367,40000,1987-08-30,1988-08-29
13369,40000,1999-07-20,2000-07-19
13371,40000,1991-12-13,1992-12-12
13374,40000,1997-08-13,1998-08-13
13375,40000,1994-01-13,1995-01-13
13376,40000,1994-09-22,1995-09-22
13380,40000,1989-01-08,1990-01-08
13385,40000,1986-06-10,1987-06-10
13385,39861,1987-06-10,1988-06-09
13389,40000,1988-03-23,1989-03-23
13390,40000,1999-01-10,2000-01-10
13391,40000,1993-10-16,1994-10-16
13396,40000,1994-03-29,1995-03-29
13398,40000,1986-03-10,1987-03-10
13399,40000,1990-04-23,1991-04-23
13402,40000,1999-09-12,2000-09-11
13406,40000,1996-03-04,1997-03-04
13416,40000,1996-04-11,1997-04-11
13418,40000,1998-06-12,1999-06-12
13421,40000,1989-10-13,1990-10-13
13421,39840,1990-10-13,1991-10-13
13430,40000,1989-06-18,1990-04-17
13433,40000,1992-04-19,1993-04-19
13434,40000,1987-02-10,1988-02-10
13440,40000,1989-03-03,1990-03-03
13441,40000,1988-10-25,1989-10-25
13442,40000,1987-06-16,1988-06-15
13443,40000,1990-12-26,1991-12-26
13450,40000,1986-03-15,1987-03-15
13450,39675,1987-03-15,1988-03-14
13451,40000,1986-08-23,1987-08-23
13452,40000,1997-03-17,1998-03-17
13456,40000,1999-06-13,2000-06-12
13459,40000,1988-05-20,1989-05-20
13460,40000,1993-05-09,1994-05-09
13462,40000,1987-06-11,1988-06-10
13462,39790,1988-06-10,1989-06-10
13462,39953,1989-06-10,1990-06-10
13463,40000,1988-01-26,1989-01-25
13468,40000,1989-05-16,1990-05-16
13472,40000,1997-08-28,1998-08-28
13477,40000,1986-01-14,1987-01-14
13481,40000,1998-03-06,1999-03-06
13482,40000,1989-08-11,1990-08-11
13484,40000,1993-01-01,1994-01-01
13486,40000,1995-03-12,1996-03-11
13486,39726,1996-03-11,1997-03-11
13493,40000,1987-09-07,1988-09-06
13494,40000,1985-10-07,1986-10-07
13499,40000,1991-09-01,1992-08-31
13502,40000,1991-06-26,1992-06-25
13508,40000,1986-05-09,1987-05-09
13509,40000,1988-06-08,1989-06-08
13509,39786,1989-06-08,1990-06-08
13514,40000,1991-05-26,1992-05-25
13517,40000,1988-01-02,1989-01-01
13518,40000,1993-11-17,1994-11-17
13518,39574,1994-11-17,1995-11-17
13521,40000,1988-12-16,1989-12-16
13525,40000,1999-12-10,2000-12-09
13533,40000,1993-04-21,1994-04-21
13535,40000,1986-05-19,1987-05-19
13536,40000,1990-03-11,1991-03-11
13538,40000,1997-06-08,1998-06-08
13545,40000,1994-05-09,1995-05-09
13548,40000,1995-12-27,1996-12-26
13549,40000,1997-06-18,1998-06-18
13557,40000,1997-01-24,1998-01-24
13560,40000,1986-07-28,1987-07-28
13562,40000,1986-02-24,1987-02-24
13572,40000,1986-09-15,1987-09-15
13573,40000,1998-09-26,1999-09-26
13574,40000,1995-08-01,1996-07-31
13581,40000,1989-09-05,1990-09-05
13581,39848,1990-09-05,1991-09-05
13581,39609,1991-09-05,1992-09-04
13585,40000,1997-06-08,1998-06-08
13586,40000,1989-07-18,1990-07-18
13586,39991,1991-07-18,1992-07-17
13587,40000,1995-02-18,1996-02-18
13591,40000,1999-06-24,2000-06-23
13600,40000,1997-09-02,1998-09-02
13610,40000,1995-05-28,1996-05-27
13612,40000,1996-06-23,1997-06-23
13613,40000,1996-12-30,1997-12-30
13616,40000,1991-08-03,1992-08-02
13616,39650,1992-08-02,1993-08-02
13617,40000,1999-07-24,2000-07-23
13619,40000,1992-10-12,1993-10-12
13623,40000,1995-10-29,1996-10-27
13624,40000,1987-05-12,1988-05-11
13627,40000,1991-02-20,1992-02-20
13628,40000,1989-03-16,1990-03-16
13629,40000,1987-01-03,1988-01-03
13630,40000,1990-05-06,1991-05-06
13634,40000,1992-01-03,1993-01-02
13637,40000,1997-12-31,1998-12-31
13639,40000,1986-12-09,1987-12-09
13641,40000,1986-12-16,1987-12-16
13647,40000,1997-04-20,1998-04-20
13649,40000,1987-01-01,1988-01-01
13652,40000,1986-01-30,1987-01-30
13655,40000,1990-01-23,1991-01-23
13656,40000,1995-07-17,1996-07-16
13657,40000,1994-10-05,1995-10-05
13658,40000,1998-07-06,1999-07-06
13663,40000,1994-06-30,1995-06-30
13663,39798,1995-06-30,1996-06-29
13670,40000,1988-06-30,1989-06-30
13678,40000,1988-02-02,1989-02-01
13678,39966,1989-02-01,1990-02-01
13679,40000,1999-04-19,2000-04-18
13681,40000,1989-08-03,1990-08-03
13682,40000,2000-01-09,2001-01-08
13683,40000,1995-03-09,1996-03-08
13688,40000,1995-04-12,1996-04-11
13691,40000,1999-10-11,2000-10-10
13693,40000,1989-04-01,1990-04-01
13697,40000,1985-06-20,1986-06-20
13703,40000,1995-01-07,1996-01-07
13704,40000,1987-10-01,1988-09-30
13705,40000,1991-03-12,1992-03-11
13710,40000,1998-04-30,1999-04-30
13710,39811,2000-04-29,2001-04-29
13711,40000,1988-09-27,1989-09-27
13712,40000,1987-12-06,1988-12-05
13714,40000,1986-05-26,1987-05-26
13716,40000,1991-11-09,1992-11-08
13724,40000,1999-12-23,2000-12-22
13728,40000,1986-01-03,1987-01-03
13729,40000,1988-10-12,1989-10-12
13729,39564,1989-10-12,1990-10-12
13729,39236,1990-10-12,1991-10-12
13735,40000,1998-11-17,1999-11-17
13740,40000,1996-11-11,1997-11-11
13745,40000,1989-10-23,1990-10-23
13746,40000,1998-01-03,1999-01-03
13753,40000,1994-07-04,1995-07-04
13757,40000,1986-02-22,1987-02-22
13760,40000,1994-07-05,1995-07-05
13760,39590,1995-07-05,1996-07-04
13768,40000,1986-11-19,1987-11-19
13771,40000,1990-05-21,1991-05-21
13773,40000,1995-04-18,1996-04-17
